replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Num Q Updates,trainer/Num Policy Updates,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/likelihood Loss Mean,trainer/likelihood Loss Std,trainer/likelihood Loss Max,trainer/likelihood Loss Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,exploration/num steps total,exploration/num paths total,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/evaluation sampling (s),time/logging (s),time/training (s),time/epoch (s),time/total (s),Epoch
999998,10.725809,9.203508,0,0,-218.39186,-0.06871021,0.07793401,0.09199895,-0.3026508,0.16327393,0.23782285,0.8573839,-0.17563787,3.0985801,0.791007,4.953974,0.9277871,13.547737,2.990408,24.769764,9.027901,10.725811,5.234839,27.371487,0.8661428,9.203508,4.5304294,23.34232,0.85456884,0,0,54802,1969,27.865921787709496,0.3407363280888695,28,27,0.8918616831726185,0.05976995607954172,1.0007876019454938,0.7878197768151335,24.85254790874313,0.3493422135837836,25.29712526098376,23.746115474544673,-0.01683041,0.022931563,0.040266734,-0.056469858,179,24.85254790874313,2.5408805109909736,0.005993644997943193,11.413886705995537,13.960760861984454,176.02086242410587,10
999998,10.011261,8.788067,0,0,-58.34908,-0.06897743,0.07328789,0.11389904,-0.3111362,0.12388837,0.2297256,0.83194137,-0.16336095,2.9849305,0.79452676,5.0689335,0.8942556,12.432215,2.6794922,25.884432,8.362658,10.011261,4.98619,27.59855,0.8415346,8.788067,4.39067,24.514013,0.80590373,0,0,59802,2149,27.77777777777778,0.41573970964154905,28,27,0.8913858208302289,0.060824548657843175,1.0007852349413178,0.7961978713549447,24.760717245284134,0.40451749497716705,25.278495033388882,23.83058096160232,-0.016980425,0.022832382,0.04046533,-0.05487849,180,24.760717245284134,2.545862951024901,0.005748041003243998,11.374042116978671,13.925653109006817,189.94785266104736,11
999998,10.415986,9.023789,0,0,-90.52037,-0.06623109,0.082118675,0.111841425,-0.34817302,0.14914757,0.22157386,0.8333464,-0.14614749,3.04074,0.8408551,5.073612,0.9561701,12.183521,3.2852073,33.77961,7.889703,10.415986,5.4677224,28.43136,0.9220137,9.023789,4.7542534,24.792038,0.9316353,0,0,64786,2328,27.843575418994412,0.3632573901007566,28,27,0.8920903354327676,0.059849481649760165,1.0007886403259545,0.8043942289416548,24.838984535178284,0.3746188484443727,25.25835786736976,23.865451956879962,-0.016821751,0.02298195,0.040256802,-0.056594532,179,24.838984535178284,2.5350352370005567,0.005752085009589791,11.337457032001112,13.878244354011258,203.82731680510915,12
999998,10.628971,9.161285,0,0,-12.818604,-0.073648,0.0789876,0.17436306,-0.3277192,0.15105368,0.23227988,0.80915475,-0.17061415,3.06644,0.8392792,5.240012,0.9209973,11.391158,3.1071663,28.915808,7.074255,10.628971,5.377292,29.115437,0.92925644,9.161285,4.6907983,26.146069,0.8357758,0,0,69772,2507,27.854748603351954,0.3523541236027146,28,27,0.891486993179712,0.06022038045902448,1.0007976147327973,0.7942636798210378,24.83214607817902,0.3549636922711731,25.25499363598357,23.877359170253758,-0.016872982,0.02291138,0.040297963,-0.055469565,179,24.83214607817902,2.549646107974695,0.005736844992497936,11.270737660001032,13.826120612968225,217.6546716800949,13
999998,10.549459,9.13019,0,0,43.993587,-0.07127581,0.07581696,0.15267125,-0.34096557,0.1503945,0.22829723,0.8224735,-0.14671394,3.0567942,0.8462376,5.305573,0.8858907,11.071762,3.1885335,27.249928,6.1249075,10.549459,5.586447,29.931599,0.85134995,9.13019,4.936776,26.778055,0.813295,0,0,74756,2686,27.843575418994412,0.3632573901007566,28,27,0.8914512557300345,0.060581549401524715,1.0005502285446974,0.7969685831008204,24.82119027127649,0.36556851939387397,25.257031908666086,23.865508672554068,-0.016888801,0.022929607,0.040309258,-0.05625122,179,24.82119027127649,2.5463356100081,0.005762172018876299,11.334214975009672,13.886312757036649,231.54225188007695,14
999998,10.102989,8.711081,0,0,192.04921,-0.06839959,0.073134094,0.09614676,-0.3324641,0.15234135,0.24122769,0.8150142,-0.16911247,2.9979758,0.8072029,5.255468,0.9260345,11.03541,3.413197,25.557827,5.7193966,10.102988,5.257596,30.15146,0.8229635,8.711081,4.5731587,25.529856,0.8290937,0,0,79741,2865,27.849162011173185,0.3578908911295412,28,27,0.8911405947176704,0.06059358952251612,1.0007922243290146,0.7938552787166432,24.817518797025624,0.3683749011821674,25.275283845222273,23.803464810428157,-0.016901683,0.022885773,0.040228102,-0.05536384,179,24.817518797025624,2.5681545349943917,0.005795884993858635,11.32132010400528,13.895270523993531,245.43874605512246,15
999998,10.235623,8.819972,0,0,603.9021,-0.07078109,0.07644942,0.10610531,-0.3432811,0.14636667,0.2208321,0.8421674,-0.15819523,2.9978948,0.8705774,5.110732,0.9042511,10.364922,3.5587971,25.641735,4.9646835,10.235624,5.498516,28.276218,0.8415165,8.819973,4.7047644,23.875164,0.84056634,0,0,84715,3044,27.787709497206706,0.40892938903564463,28,27,0.8917766162281092,0.06015663116154102,1.0006288602830973,0.7966004337521249,24.78042954814869,0.4028017504568163,25.265748442718078,23.848137351214355,-0.016849719,0.022907984,0.04033877,-0.05556703,179,24.78042954814869,2.545243070984725,0.0057291889970656484,11.360334970988333,13.911307230970124,259.35133567714365,16
999998,10.082474,8.788937,0,0,815.6953,-0.06542519,0.07442239,0.15471788,-0.28960025,0.13828751,0.23322837,0.81382823,-0.14493755,2.9768295,0.87893254,4.967525,0.9152838,10.213395,3.595165,23.552505,4.3910084,10.082474,5.1966586,26.375828,0.8706102,8.788937,4.607782,22.520061,0.8255418,0,0,89692,3223,27.804469273743017,0.396608700542991,28,27,0.8914158802664259,0.06058253151184113,1.0007921463479221,0.7965854658332329,24.785345452994424,0.4052330228937095,25.25331301275688,23.785976654684752,-0.016929397,0.02282044,0.040342722,-0.055311304,179,24.785345452994424,2.5413208850077353,0.0059718069969676435,11.354338723002002,13.901631415006705,273.2542050901393,17
999998,10.094401,8.697028,0,0,724.05634,-0.07540069,0.07651629,0.08639917,-0.33948702,0.14488521,0.24495012,0.8722361,-0.16676566,2.987093,0.80941004,5.026094,0.89877367,9.435226,3.5024667,26.17204,3.4250088,10.094402,4.910786,26.412085,0.8012424,8.697028,4.3071346,23.956913,0.7976368,0,0,94680,3402,27.865921787709496,0.3407363280888695,28,27,0.892017100860946,0.06022174463851158,1.000648654627464,0.7899549315614021,24.856878765890492,0.3553771664044586,25.26946961541644,23.810006705854803,-0.01688408,0.022783732,0.04023324,-0.05655683,179,24.856878765890492,2.5399706340103876,0.0057430940214544535,11.338495281001087,13.88420900903293,287.13978167113964,18
999998,10.209434,9.019405,0,0,1185.6099,-0.07104453,0.08148734,0.14139557,-0.38711977,0.1141218,0.21528555,0.8700581,-0.16059521,3.0127892,0.79995006,5.0314646,0.9081106,9.393353,4.2304173,25.437895,3.1295223,10.209434,5.083811,28.446943,0.8900276,9.019405,4.50683,24.061161,0.8508024,0,0,99660,3581,27.821229050279328,0.38316040669234075,28,27,0.8921391720841001,0.05996056023001446,1.0006228068576766,0.7938297108431897,24.820408251278316,0.3900729918434013,25.25501687291947,23.856355918011502,-0.016842594,0.022811316,0.040259667,-0.056396067,179,24.820408251278316,2.557425285980571,0.005722856003558263,11.393857320013922,13.957005461998051,301.0980338981317,19
999998,10.433291,9.016384,0,0,1625.8107,-0.06793683,0.07222269,0.0827876,-0.30853868,0.15231998,0.23991549,0.7889197,-0.16519338,3.0431964,0.8346024,5.340403,0.8557981,9.686266,4.148209,31.682077,3.4063854,10.433291,5.481585,30.717583,0.6861135,9.016384,4.819275,26.19205,0.7269442,0,0,104636,3760,27.798882681564248,0.4008355556346837,28,27,0.8911855072745883,0.06053684231937332,1.0008301969757805,0.7961221787097191,24.7739613642366,0.3912473754838362,25.2952227829542,23.78733365574837,-0.016912632,0.022853095,0.040420048,-0.05634878,179,24.7739613642366,2.577403183997376,0.005723516020225361,12.445939020981314,15.029065720998915,316.12834163210937,20
999998,10.927048,9.470571,0,0,-905.5731,-0.07596768,0.07443167,0.06498512,-0.34144586,0.1476637,0.24046355,0.85509074,-0.16093397,3.11969,0.81332505,5.1693563,0.9707713,6.521882,3.7526464,23.507484,1.6274033,10.927048,5.337335,29.527786,1.0080674,9.470571,4.7356896,24.406857,0.922822,0,0,109617,3842,60.74390243902439,1.7447550363369981,65,57,1.4860057833505307,0.21920155741446215,1.7696487841681854,0.9960149584080268,90.26579032767064,2.4106008647417716,96.1568650868316,84.92833372325171,0.20336252,0.18771508,0.62273985,-0.26689103,82,90.26579032767064,2.585120731004281,0.005197352991672233,12.341762866999488,14.932080950995442,331.0616843851167,21
999998,10.436862,8.991955,0,0,-751.559,-0.0654231,0.07752704,0.16473602,-0.36780113,0.1605792,0.22436532,0.79063535,-0.15492165,3.043551,0.84553254,5.1735463,0.94928944,6.5111523,4.1859956,26.852491,0.8887558,10.436863,5.580183,28.132637,0.90047246,8.991955,4.8843045,25.1437,0.9236224,0,0,114592,3936,52.92553191489362,1.3932921498877708,57,49,1.5647720144776842,0.2779113419071175,1.9445767444547613,0.9997492418748967,82.81639119177106,1.9770570934103207,88.62342929837476,77.20990402890686,0.27029705,0.24339953,0.67988855,-0.37359723,94,82.81639119177106,2.553912084986223,0.005287671985570341,12.395872781984508,14.955072538956301,346.01791108204634,22
999998,10.641724,9.24329,0,0,-1224.9178,-0.07727112,0.080906264,0.14271827,-0.31125683,0.13848026,0.22367759,0.7587453,-0.1576038,3.070609,0.8190698,5.222792,0.9554384,6.204062,4.0163355,25.392368,0.45824814,10.641724,5.341919,29.712696,0.98604435,9.24329,4.6725125,26.10015,0.9818594,0,0,119548,4027,54.46153846153846,1.4396862624318523,58,51,1.5398491401572845,0.27184416299053826,1.9214498835837366,1.0006406957552445,83.86255317164289,2.051284119053226,88.73013794242644,78.93860142107677,0.30008125,0.26044175,0.7131547,-0.34481642,91,83.86255317164289,2.5349108740047086,0.005498771002748981,12.444507677981164,14.984917322988622,361.00404074499966,23
999998,11.180731,9.729233,0,0,-967.83905,-0.08691183,0.08584684,0.105406925,-0.37577945,0.12844868,0.22229496,0.77729726,-0.15820271,3.138243,0.84013444,5.1262827,0.9775398,5.7806435,4.131677,28.894634,-0.17862701,11.180731,5.619004,28.661743,1.057915,9.729233,4.808409,24.71453,0.95859677,0,0,124512,4128,49.148514851485146,1.30031327995105,52,46,1.6086671704115652,0.32346763176548504,2.0181188670901893,0.9982771925263462,79.06360231606939,2.037370639238088,83.41906626788165,74.16644960540437,0.29445776,0.28697172,0.767642,-0.39873213,101,79.06360231606939,2.5503966179967392,0.005293802998494357,12.263434533990221,14.819124954985455,375.8244081249577,24
999998,10.519301,9.112816,0,0,-1018.72577,-0.061214916,0.07638031,0.18320294,-0.3650785,0.15455839,0.24149646,0.8657465,-0.16114879,3.07371,0.80667263,4.95721,0.9457363,6.043676,4.6092544,26.037535,0.119184494,10.519302,5.047482,25.862406,0.96506774,9.112816,4.355545,21.509302,0.87149745,0,0,129503,4234,47.08490566037736,1.0912855888277158,49,45,1.6286291553389736,0.35317801100568075,2.09004626519321,0.9991186621345065,76.68385013487564,1.9157604693589858,80.2600583424238,72.81361893353643,0.27088723,0.28049177,0.7697214,-0.3005086,106,76.68385013487564,2.534981474018423,0.0053845340153202415,12.345694649004145,14.886060657037888,390.7116430279857,25
999998,9.952703,8.601025,0,0,-1258.6388,-0.071498066,0.07742727,0.07055467,-0.32310075,0.1401842,0.23182938,0.8112838,-0.1540564,2.9512398,0.86353844,5.2707644,0.9795748,4.7455106,3.5318503,15.742796,-0.34150505,9.9527025,5.555699,30.109592,0.95647836,8.601025,4.7965326,25.532644,0.981628,0,0,134454,4317,59.65060240963855,0.9623482191670292,62,58,1.7550846188832057,0.3814846528699659,2.249210108546397,1.000978673095191,104.69185479627409,1.9134374213287089,109.69174349504364,100.85504651785354,0.2305297,0.29691568,0.79357016,-0.40939948,83,104.69185479627409,2.6330954669974744,0.005215604993281886,12.42145952800638,15.059770599997137,405.77257865000865,26
999998,10.209064,8.789449,0,0,-1077.5873,-0.0670633,0.07376774,0.08374606,-0.2941684,0.15466961,0.2294186,0.85291857,-0.16088226,3.0207815,0.7871768,5.210954,0.9813363,4.558552,4.0117955,25.073719,-0.7210274,10.209063,5.1042104,29.222775,1.0043105,8.789449,4.3947005,25.765072,0.9815355,0,0,139400,4362,109.91111111111111,1.8835217867037415,114,105,1.8763490041960187,0.31761196507898254,2.3099871858623096,1.0001505947218525,206.2316038834113,2.912447003803891,212.29317032359623,198.43203646279278,0.1781341,0.30938116,0.83460176,-0.58745843,45,206.2316038834113,2.5390511339937802,0.005026297003496438,12.390001372987172,14.934078803984448,420.7078028059623,27
999998,10.3960285,8.751618,0,0,-673.7217,-0.07199544,0.08056536,0.059307717,-0.34458047,0.18959177,0.2543825,0.8074678,-0.16878474,3.0491738,0.76580733,5.111883,1.007928,4.77124,4.299246,31.463533,-1.1995602,10.3960285,5.1623683,27.739342,0.9768587,8.751619,4.4618864,24.518452,1.0072371,0,0,144363,4405,115.4186046511628,4.726139868116645,125,106,1.8574423235355844,0.3051334057069908,2.3900947593529738,1.002837336476477,214.38340120249083,8.139958339369366,230.9581625113037,198.46249909471024,0.18196201,0.32737768,0.8628784,-0.7097511,43,214.38340120249083,2.5513021590013523,0.004963258019415662,12.440859663998708,14.997125081019476,435.7061800689844,28
999998,10.905767,9.425829,0,0,-1191.1991,-0.07064086,0.08132313,0.10889518,-0.33739877,0.15433827,0.24071208,0.80776167,-0.16901466,3.1186366,0.82366645,5.1990075,0.9631781,4.30424,5.0147166,56.24435,-1.6779709,10.905767,5.4177985,29.597502,0.930549,9.425829,4.7222233,25.418993,0.90588087,0,0,149205,4430,193.68,11.654080830335785,221,175,2.0359833019330558,0.37466852976843296,3.6756622240598853,1.0017798361270336,394.32924591839424,41.2761175848828,497.9651640141137,331.2954261317578,0.20591277,0.41928607,0.9527959,-0.9910712,25,394.32924591839424,2.5120117659971584,0.004970470996340737,12.46791288399254,14.984895120986039,450.6922339859302,29
999998,9.96628,8.721089,0,0,-1229.0032,-0.066510536,0.07586404,0.089468166,-0.32517785,0.12838909,0.22090285,0.81088614,-0.15056524,2.9628177,0.8532663,5.0787334,0.9427937,2.8648,3.8522816,23.661682,-2.1517467,9.96628,5.4115386,28.179228,0.9434906,8.721089,4.71772,24.925755,0.8821426,0,0,154200,4464,146.91176470588235,0.2836367870880281,147,146,2.007915110572402,0.42009896708486544,3.0469714420347556,1.0017608430730338,294.98635227379833,1.9019299965173895,298.6608936841157,289.9870433995021,0.2130219,0.42814186,0.94921017,-0.97732484,34,294.98635227379833,2.5518654260085896,0.004982793005183339,13.47587523801485,16.032723457028624,466.7261957099836,30
999998,0.4095879,0.41767356,0,0,-1188.9689,8.892567,2.31365,14.75001,2.7228053,8.900367,2.3087692,14.70089,2.6506784,8.82687,2.3352191,14.594473,2.8076797,3.5074751,5.609347,39.03401,-2.2887573,0.40958792,4.680513,69.856224,1.3759745e-08,0.41767356,4.8350606,71.76357,6.4173946e-09,0,0,159040,4476,403.3333333333333,163.37499468672948,634,235,2.7763792528461586,0.7831952502228967,5.378959529245393,1.005302910205288,1119.8062986479504,572.9654725908478,1983.8391757033598,535.860468727059,0.20747666,0.4832339,0.96787,-0.9978627,12,1119.8062986479504,2.517888116009999,0.004697485012002289,13.414873690984678,15.937459292006679,482.66479728600825,31
999998,0.15171817,0.14882934,0,0,-1044.5797,15.76532,4.0218453,27.178623,5.25271,15.733113,4.019108,26.835573,5.3746,15.671787,4.0189295,26.84372,5.305086,3.2235944,4.8598213,22.245884,-2.4385338,0.15171817,0.65852743,7.99018,2.2819731e-06,0.14882934,0.7957735,9.632709,2.5639029e-06,0,0,164020,4511,142.28571428571428,1.749635530559413,144,134,1.9176344766816467,0.3702530228045621,2.864538615358406,1.002089400647889,272.8519912535601,7.015741479560643,281.3481005022429,244.18610280127763,0.21524529,0.4159968,0.9266538,-0.9507229,35,272.8519912535601,2.5236757500097156,0.00492548500187695,13.423755663010525,15.952356898022117,498.6182266669639,32
999998,0.16035496,0.12718922,0,0,-1124.1683,22.636896,6.1032267,37.640366,7.7634764,22.722607,6.135568,37.71444,7.9063945,22.731743,6.162719,37.714764,7.6391687,3.3110485,4.231544,20.95213,-3.570839,0.16035496,0.5900622,7.0374875,6.757946e-07,0.12718922,0.43558645,5.291488,1.0513759e-07,0,0,168952,4545,145.05882352941177,0.5911691541835818,146,144,2.0013012320202104,0.4017500541201538,3.0157278293707286,1.001772202622689,290.306402244814,2.807892269865368,295.28324119552417,284.3018061183866,0.21507096,0.419139,0.93006724,-0.93914545,34,290.306402244814,2.52446185098961,0.004932657990138978,13.457198780000908,15.986593288980657,514.6059138710261,33
999998,0.29751903,0.27927127,0,0,-1161.3185,28.973083,7.5657506,46.360413,9.490339,29.046383,7.6008606,46.496696,9.74222,29.06295,7.572478,46.55461,9.687525,3.9010184,4.4858475,26.04802,-2.242752,0.29751903,1.5240248,18.442259,1.1004886e-08,0.27927127,1.4132416,16.965591,1.4623074e-06,0,0,173808,4578,147.15151515151516,0.7832029080800053,149,145,2.072386312735994,0.4401291096561628,3.183667383694531,1.0002033540775497,304.9547858983633,4.098287720898624,314.19895188418553,294.76208902687057,0.19261284,0.41802704,0.92113227,-0.9903673,33,304.9547858983633,2.5409139189869165,0.004837368003791198,13.52832909100107,16.074080377991777,530.6811101839994,34
999998,0.31570536,0.31924504,0,0,-1166.411,35.692535,9.56742,59.53473,12.836744,35.66497,9.535074,59.307106,12.75838,35.502377,9.608592,60.320923,12.623164,2.5557044,5.123009,47.037766,-3.2172337,0.31570533,0.7943599,6.7947903,1.3691897e-05,0.31924504,0.90260214,7.861779,1.6039703e-06,0,0,178638,4601,210.0,6.460582824697986,230,205,2.216724901106645,0.44381597217118013,3.628703752131711,1.0014064215933804,465.5122292323956,20.973318446199098,528.8213376457518,444.9804370028108,0.22003685,0.44745478,0.96371895,-0.99220765,23,465.5122292323956,2.549137460999191,0.0050317340064793825,13.509502553002676,16.063671748008346,546.7459096310486,35
999998,0.26109535,0.24783567,0,0,-866.62305,41.735786,11.401921,69.7387,4.3922634,41.70148,11.3743515,69.561935,4.519342,41.82806,11.396013,69.67757,4.118033,3.577652,5.308526,35.083767,-3.09696,0.26109535,0.96146387,10.901353,4.811227e-08,0.24783567,0.84932524,8.743424,3.3620745e-07,0,0,183532,4635,143.94117647058823,0.23529411764705885,144,143,2.071499082217479,0.4214307280063206,3.2302834923050123,1.0002826848505875,298.1740149521277,2.194343037593844,302.1557000962688,290.9629276177722,0.2149525,0.41628587,0.93453616,-0.95313436,34,298.1740149521277,2.5322138060000725,0.0048843660042621195,13.44617766700685,15.983275839011185,562.7303946520842,36
